时间,Bms_Life,总电压,电流,SOC,充电MOS,放电MOS,电池串数,温度个数,剩余容量,最高电压,位置最高电压,最低电压,位置最低电压,最高温度,位置最高温度,最低温度,位置最低温度,CellV_1,CellV_2,CellV_3,CellV_4,CellV_5,CellV_6,CellV_7,CellV_8,CellV_9,CellV_10,CellV_11,CellV_12,CellV_13,CellV_14,CellV_15,Temp_1,故障代码1,故障代码2,故障代码3,故障代码4,故障代码5,故障代码6,故障代码7,故障代码8,充放电次数,DI1,DI2,DI3,DI4,DO1,DO2,DO3,DO4,板号
17:27:26,9,49.3,0,70,ON,ON,15,1,420,3.301,9,3.275,5,22,1,22,1,3.285,3.293,3.293,3.283,3.275,3.277,3.281,3.285,3.301,3.295,3.291,3.291,3.299,3.283,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:27,10,49.3,0,70,ON,ON,15,1,420,3.301,9,3.275,5,22,1,22,1,3.285,3.293,3.293,3.283,3.275,3.277,3.281,3.285,3.301,3.295,3.291,3.291,3.299,3.283,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:28,12,49.3,0,70,ON,ON,15,1,420,3.301,9,3.275,5,22,1,22,1,3.285,3.293,3.293,3.283,3.275,3.277,3.281,3.285,3.301,3.295,3.291,3.291,3.299,3.283,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:30,13,49.3,0,70,ON,ON,15,1,420,3.301,9,3.275,5,22,1,22,1,3.285,3.293,3.293,3.284,3.275,3.277,3.281,3.285,3.301,3.295,3.291,3.291,3.299,3.283,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:31,14,49.3,0,70,ON,ON,15,1,420,3.301,9,3.275,5,22,1,22,1,3.285,3.293,3.293,3.285,3.275,3.277,3.281,3.285,3.301,3.295,3.291,3.291,3.299,3.283,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:32,15,49.3,0,70,ON,ON,15,1,420,3.301,9,3.275,5,22,1,22,1,3.285,3.293,3.293,3.285,3.275,3.277,3.281,3.286,3.301,3.295,3.291,3.291,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:33,17,49.3,0,70,ON,ON,15,1,420,3.301,9,3.275,5,22,1,22,1,3.286,3.293,3.293,3.285,3.275,3.277,3.281,3.287,3.301,3.295,3.291,3.291,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:34,18,49.3,0,70,ON,ON,15,1,420,3.301,9,3.275,5,22,1,22,1,3.286,3.293,3.293,3.285,3.275,3.277,3.281,3.287,3.301,3.295,3.291,3.291,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:36,19,49.3,0,70,ON,ON,15,1,420,3.302,9,3.275,5,22,1,22,1,3.286,3.293,3.293,3.285,3.275,3.277,3.281,3.287,3.303,3.295,3.291,3.291,3.299,3.284,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:37,20,49.3,0,70,ON,ON,15,1,420,3.303,9,3.275,5,22,1,22,1,3.287,3.293,3.293,3.285,3.275,3.277,3.281,3.287,3.303,3.295,3.291,3.291,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:38,21,49.3,0,70,ON,ON,15,1,420,3.303,9,3.275,5,22,1,22,1,3.287,3.293,3.293,3.285,3.275,3.277,3.281,3.287,3.303,3.295,3.291,3.291,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:39,23,49.3,0,70,ON,ON,15,1,420,3.303,9,3.275,5,22,1,22,1,3.287,3.293,3.293,3.285,3.275,3.277,3.281,3.287,3.303,3.295,3.291,3.291,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:41,24,49.3,0,70,ON,ON,15,1,420,3.303,9,3.275,5,22,1,22,1,3.287,3.293,3.293,3.285,3.275,3.277,3.281,3.287,3.303,3.295,3.291,3.291,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:42,25,49.3,0,70,ON,ON,15,1,420,3.303,9,3.275,5,22,1,22,1,3.287,3.293,3.293,3.285,3.275,3.277,3.281,3.287,3.303,3.295,3.291,3.291,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:43,26,49.3,0,70,ON,ON,15,1,420,3.303,9,3.275,5,22,1,22,1,3.287,3.293,3.293,3.285,3.277,3.277,3.281,3.287,3.303,3.295,3.291,3.291,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:44,28,49.3,0,70,ON,ON,15,1,420,3.303,9,3.276,5,22,1,22,1,3.287,3.293,3.293,3.285,3.277,3.277,3.281,3.287,3.303,3.295,3.291,3.291,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:45,29,49.3,0,70,ON,ON,15,1,420,3.303,9,3.277,5,22,1,22,1,3.287,3.293,3.293,3.285,3.277,3.277,3.281,3.287,3.303,3.295,3.291,3.291,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:47,30,49.3,0,70,ON,ON,15,1,420,3.303,9,3.277,5,22,1,22,1,3.287,3.293,3.293,3.285,3.276,3.277,3.281,3.287,3.303,3.295,3.291,3.292,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:48,31,49.3,0,70,ON,ON,15,1,420,3.303,9,3.277,5,22,1,22,1,3.287,3.293,3.293,3.285,3.277,3.277,3.281,3.287,3.303,3.295,3.291,3.293,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:49,32,49.3,0,70,ON,ON,15,1,420,3.303,9,3.277,5,22,1,22,1,3.287,3.293,3.293,3.285,3.277,3.277,3.281,3.287,3.303,3.295,3.291,3.292,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:50,34,49.3,0,70,ON,ON,15,1,420,3.303,9,3.277,5,22,1,22,1,3.287,3.293,3.293,3.285,3.277,3.277,3.281,3.287,3.303,3.295,3.291,3.293,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:51,35,49.3,0,70,ON,ON,15,1,420,3.303,9,3.277,5,22,1,22,1,3.287,3.293,3.293,3.285,3.277,3.277,3.281,3.287,3.303,3.295,3.291,3.293,3.299,3.285,3.291,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:53,36,49.3,0,70,ON,ON,15,1,420,3.303,9,3.277,5,22,1,22,1,3.287,3.293,3.293,3.285,3.277,3.277,3.281,3.287,3.303,3.295,3.292,3.293,3.3,3.285,3.292,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
17:27:54,37,49.3,0,70,ON,ON,15,1,420,3.303,9,3.277,5,22,1,22,1,3.287,3.293,3.293,3.285,3.277,3.277,3.281,3.287,3.303,3.295,3.292,3.293,3.3,3.285,3.293,22,0,0,0,0,0,0,0,0,0,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1
